"Street Name","Locality","Street Adoption Status","Property Notice Description"
"Bughtlin Gardens","Bughtlin","Adopted","BUGHTLIN GARDENSFrom BUGHTLIN DRIVE extending south then eastwards with a branch north-westwards including a turning head.  Includes internal footpaths surfaced with red chips, and car parking areas surfaced in asphalt.Excludes internal footpaths surfaced with white chips, and car parking areas surfaced in concrete.  Carriageways and adjacent footways adopted for maintenance."
"Bughtlin Green","Bughtlin","Adopted","BUGHTLIN GREENOff BUGHTLIN DRIVE extending northwards with two branches north-westwards, both with turning heads.  Includes internal footpaths surfaced with red chips, and car parking areas surfaced in asphalt.Excludes internal footpaths surfaced with white chips, and car parking areas surfaced in concrete.  Carriageways and adjacent footways adopted for maintenance."
"Bughtlin Loan","Bughtlin","Adopted","BUGHTLIN LOANOff BUGHTLIN DRIVE extending south westwards to a section running east-west; also with a branch extending south-eastwards, both including turning heads.  Includes internal footpaths surfaced with red chips, and car parking areas surfaced in asphalt.Excludes internal footpaths surfaced with white chips, and car parking areas surfaced in concrete.  Carriageways and adjacent footways adopted for maintenance."
"Bughtlin Market","Bughtlin","Prospectively Adopted","BUGHTLIN MARKETPROSPECTIVELY ADOPTABLE STREET:  From roundabout at Maybury Drive southwards - a cul-de-sac with 2 branches west & a turning point on the east side. Including end-on parking except for:Parking courtyards off the west side which are private; The end-on parking bays located behind the footway off the turning facility which are also private.Not as yet included for maintenance under the List of Public Roads."
"Bughtlin Park","Bughtlin","Adopted","BUGHTLIN PARKFrom MAYBURY DRIVE generally extends eastwards including footways on both sides and 2 mixer courts, the more easterly including a service strip on the south side. Also includes a footway linking the two mixer courts. Including footways on both sides, parking areas and all grassed and landscaped areas between footways, mixer courts and carriageways.Also 2 more mixer courts including service strips on the east side.Carriageways and adjacent footways adopted for maintenance."
"Bughtlin Place","Bughtlin","Adopted","BUGHTLIN PLACEOff BUGHTLIN DRIVE extends north eastwards with a branch running northwest-southeast and a branch north-westward, both with turning heads. Includes internal footpaths surfaced with red chips, and car parking areas surfaced in asphalt.Excludes internal footpaths surfaced with white chips, and car parking areas surfaced in concrete.  Carriageways and adjacent footways adopted for maintenance."
"Buie Brae","Kirkliston","Prospectively Adopted","BUIE BRAENot as yet included for maintenance."
"Buie Haugh","Kirkliston","Prospectively Adopted","BUIE HAUGHNot as yet included for maintenance."
"Buie Rigg","Kirkliston","Prospectively Adopted","BUIE RIGGNot as yet included for maintenance."
"Builyeon Road","South Queensferry","Adopted","BUILYEON ROADPart of the A904.  From the elevated intersection over the A90 to the south of the FORTH ROAD BRIDGE, westto the westmost junction with the B924  at ECHLINE & west to the City Boundary.  Carriageways and adjacent footways adopted for maintenance.  Public including bellmouth access on north side of road, service strip on east side of bellmouth, splitter island & acceleration & deceleration splays to either side."
"Bull's Close","Old Town","Adopted","BULLS CLOSENo. 106 CANONGATE - with access to HOLYROOD ROAD.Carriageways and adjacent footways adopted for maintenance."
"Burdiehouse Avenue","Burdiehouse","Adopted","BURDIEHOUSE AVENUEFrom SOUTHHOUSE  ROAD southwards to SOUTH HOUSE BROADWAY. Carriageways and adjacent footways adopted for maintenance."
"Burdiehouse Crescent","Burdiehouse","Adopted","BURDIEHOUSE CRESCENTFrom BURDIEHOUSE STREET between No.s 28/30 east, north and west to SOUTHHOUSE ROAD. Carriageways and adjacent footways adopted for maintenance."
"Burdiehouse Crossway","Burdiehouse","Adopted","BURDIEHOUSE CROSSWAYFrom BURDIEHOUSE DRIVE at No.27 eastwards to BURDIEHOUSE STREET.Carriageways and adjacent footways adopted for maintenance."
"Burdiehouse Drive","Burdiehouse","Adopted","BURDIEHOUSE DRIVEFrom SOUTHOUSE ROAD at No. 54/southwards, south-westwards then north-west to SOUTHHOUSE BROADWAY.Carriageways and adjacent footways adopted for maintenance."
"Burdiehouse Loan","Burdiehouse","Adopted","BURDIEHOUSE LOANFrom No.77 SOUTHHOUSE  BROADWAY east to  BURDIEHOUSE DRIVE. Carriageways and adjacent footways adopted for maintenance."
"Burdiehouse Medway","Burdiehouse","Adopted","BURDIEHOUSE MEDWAYFrom No.31  BURDIEHOUSE AVENUE east to SOUTHHOUSE BROADWAY.Carriageways and adjacent footways adopted for maintenance."
"Burdiehouse Place","Burdiehouse","Adopted","BURDIEHOUSE PLACEFrom No.31 BURDIEHOUSE TERRACE east to BURDIEHOUSE AVENUE.Carriageways and adjacent footways adopted for maintenance."
"Burdiehouse Road","Burdiehouse","Adopted","BURDIEHOUSE ROADFrom the KAIMES Crossroads at CAPTAIN'S ROAD to the road going south-eastwards to the old Quarries at a point about 122m south of the BURDIEHOUSE BURN.    Carriageways and adjacent footways adopted for maintenance."
"Burdiehouse Square","Burdiehouse","Adopted","BURDIEHOUSE SQUAREFrom STRAITON ROAD westwards, northwards and eastwards returning to STRAITON ROAD.Carriageways and adjacent footways adopted for maintenance."
"Burdiehouse Street","Burdiehouse","Adopted","BURDIEHOUSE STREETFrom SOUTHHOUSE ROAD at No.60 south then north-west to BURDIEHOUSE DRIVE with a branch extending south-eastwards serving Nos. 47 to 61.  Carriageways and adjacent footways adopted for maintenance. Excluding landscaped area surrounding and fronting No's 47,49,51,53,55,57,59 and 61.Also excluding section of footway at rear of layby parking opposite No.s44-46 and section of footway opposite No.s 49-51"
"Burdiehouse Terrace","Burdiehouse","Adopted","BURDIEHOUSE TERRACEFrom SOUTHHOUSE ROAD at No.20 south to SOUTHOUSE BROADWAY. Including 2 link footwaysto Burdiehouse Road & the section of footway between them at the Burdiehouse Terrace end.Carriageways and adjacent footways adopted for maintenance. Verge/footway opposite No s. 9-25, in front of No.s10-12 is private."
"Burgess Road","South Queensferry","Adopted","BURGESS ROADFrom KIRKLISTON ROAD east then north-east to  STATION ROAD & the footpath serving 4 houses which are off the main part of BURGESS ROADCarriageways and adjacent footways adopted for maintenance. Public except footpath on the left/west of the depot."
"Burgess Street","North Leith","Adopted","BURGESS STREETLeith:  from WATER STREET north-westwards to SHORE. Carriageways and adjacent footways adopted for maintenance."
"Burgess Terrace","Prestonfield","Adopted","BURGESS TERRACEFrom QUEENS CRESCENT, Newington, south-eastwards then south-westwards , a cul-de-sac. Carriageways and adjacent footways adopted for maintenance."
"Burghtoft","Hyvots Bank","Adopted","BURGHTOFTFrom RAVENSCROFT STREET northwestwards. Including all footways adjacent to the carriagewayand footpaths leading to Nos. 8 and 9.  Carriageways and adjacent footways adopted for maintenance. Public except paving block south west of No 13 and all car parking areas."
"Burlington Street","Bonnington","Adopted","BURLINGTON STREETLeith:  From BANGOR ROAD south-eastwards  to BONNINGTON ROAD.  Carriageways and adjacent footways adopted for maintenance."
"Burnbrae","Bughtlin","Adopted","BURNBRAEFrom MAYBURY DRIVE extending southwards and eastwards to a cul-de-sac,with two branches on south side.Carriageways and adjacent footways adopted for maintenance. Excluding entry west of No 2."
"Burnbrae Avenue","North Gyle","Prospectively Adopted","BURNBRAE AVENUEPROSPECTIVELY ADOPTABLE:  From Burnbrae  Drive south, south-eastwards then south-west toCraigs Road.  Not as yet included for maintenance under the List of Public Roads."
"Burnbrae Drive","North Gyle","Prospectively Adopted","BURNBRAE DRIVEPROSPECTIVELY ADOPTABLE:  From Burnbrae south-west then west - a cul-de-sac includingbellmouth access to private parking on north side.  Including remote footways west to Burnbrae Park& north towards Maybury Drive.  Not as yet included for maintenance under the List of Public Roads."
"Burnbrae Grove","North Gyle","Prospectively Adopted","BURNBRAE GROVEPROSPECTIVELY ADOPTABLE From Burnbrae Avenue westwards to Burnbrae Park.Not as yet included for maintenance under the List of Public Roads."
"Burnbrae Park","North Gyle","Prospectively Adopted","BURNBRAE PARKPROSPECTIVELY ADOPTABLE: From Burnbrae Grove - 2 cul-de-sac branches north and south eachwith turning head.  Including end-on parking on east side.Not as yet included for maintenance under the List of Public Roads."
"Burnbrae Place","North Gyle","Prospectively Adopted","BURNBRAE PLACEPROSPECTIVELY ADOPTABLE: From Burnbrae Drive south then south-west to Burnbrae Avenue withloop road on east side.  Includes remote footways west to Burnbrae Ave & east to rear of No 5 Affleck Court and 7 end-on parking bays.  Not as yet included for maintenance under the List of Public Roads."
"Burndale Place","Hyvots Bank","Prospectively Adopted","BURNDALE PLACENot as yet included for maintenance under the List of Public Roads."
"Burnet's Close","Old Town","Adopted","BURNET'S CLOSEBetween No. 156 HIGH STREET and No. 168 COWGATE.   Carriageways and adjacent footways adopted for maintenance."
"Burnhead Crescent","Gracemount","Adopted","BURNHEAD CRESCENTFrom LITTLE ROAD south-eastwards and eastwards to GRACEMOUNT AVENUE including a lay-by on the north side and the footpaths leading to GRACEMOUNT SQUARE and at Nos. 37 to 51.  Carriageways and adjacent footways adopted for maintenance."
"Burnhead Grove","Gracemount","Adopted","BURNHEAD GROVEFrom BURNHEAD LOAN extending westwards and northwards to BURNHEAD CRESCENT.  Carriageways and adjacent footways adopted for maintenance."
"Burnhead Loan","Gracemount","Adopted","BURNHEAD LOANFrom BURNHEAD CRESCENT extending southwards  to GRACEMOUNT DRIVE.Carriageways and adjacent footways adopted for maintenance."
"Burnhead Path East","Gracemount","Adopted","BURNHEAD PATH EASTFrom BURNHEAD GROVE extending north-eastwards to a cul-de-sac, with a footpath continuing north-eastwards and extending northwards to  BURNHEAD CRESCENT.Carriageways and adjacent footways adopted for maintenance."
"Burnhead Path West","Gracemount","Adopted","BURNHEAD PATH WESTA footpath from BURNHEAD GROVE extending south-westwards to CAPTAIN'S DRIVE.  Carriageways and adjacent footways adopted for maintenance."
"Burns Place","Newhaven","Adopted","BURNS PLACEPart of the west side of NEWHAVEN ROAD.Carriageways and adjacent footways adopted for maintenance."
"Burns Street","Lochend","Adopted","BURNS STREETFrom LOCHEND ROAD northwards and eastwards to SOMERSET PLACE.  Includes parking area at west gable end of No.2.  Carriageways and adjacent footways adopted for maintenance."
"Burnside","Bughtlin","Adopted","BURNSIDEFrom MAYBURY DRIVE extending eastwards to a cul-de-sac with turning head.  Carriageways and adjacent footways adopted for maintenance."
"Burnside Park","Balerno","Adopted","BURNSIDE PARKFrom JOHNSBURN ROAD extending north-westwards with branches south-westwards and north-eastwards and a branch extending eastwards.  Carriageways and adjacent footways adopted for maintenance.Service strips adjacent to all carriageway where there is no footway.Including  footpath to JOHNSBURN ROAD."
"Burnside Road","Edinburgh Airport","Private","BURNSIDE ROADPRIVATE STREET.  Part of Edinburgh Airport.Not included for maintenance under the List of Public Roads."
"Buteland Road","","Adopted","BUTELAND ROADCarriageways and adjacent footways adopted for maintenance."
"Butlaw","South Queensferry","Private",""
"Byer's Close","Old Town","Private","BYER'S CLOSEPRIVATE STREET: At 373 HIGH  STREET.Not included for maintenance under the List of Public Roads."
"C157 - Kirkliston to Burnshot","","Adopted","C157 - KIRKLISTON TO BURNSHOT"
"Cables Wynd","North Leith","Adopted","CABLES WYNDFrom Great Junction Street north-eastwards to Parliament Street including access to parking oppositeNo.s9-11.  Carriageways and adjacent footways adopted for maintenance."
"Cables Wynd House","North Leith","Adopted","CABLES WYND HOUSECarriageways and adjacent footways adopted for maintenance."
"Caddell's Row","Cramond","Private","CADDELL'S ROWPRIVATE STREET.  From SCHOOL BRAE at RIVERSIDE COTTAGE south-westwards  -  a cul-de-sac.Not included for maintenance under the List of Public Streets."
"Cadiz Street","South Leith","Adopted","CADIZ STREETFrom ELBE STREET north-westwards to ASSEMBLY STREET with branch south-west opposite No.9 ending in a hammerhead including remote footway parallel to hammerhead.Carriageways and adjacent footways are adopted for maintenance.Public excluding parking areas and landscaping."
"Cadogan Road","Alnwickhill","Adopted","CADOGAN ROADFrom LIBERTON BRAE westwards to ALNWICKHILL ROAD.Carriageways and adjacent footways adopted for maintenance."
"Cadzow Place","Abbeyhill","Adopted","CADZOW PLACEPart of the south side of LONDON ROAD from the east side of Church property next to ABBEYSTREET, eastwards to the west side of ABBEY LANE.Carriageways and adjacent footways adopted for maintenance."
"Caerketton Cottages","Firrhill","Adopted","CAERKETTON COTTAGESFrom OXGANGS ROAD NORTH, part of FIRHILL CRESCENT between No.125 Oxgangs Road North and No.11Firhill Crescent.Carriageways and adjacent footways adopted for maintenance."
"Caerketton Court","Firrhill","For Information Only","CAERKETTON COURTDemolished - no longer exists."
"Caerlaverock Court","North Gyle","Private","CAERLAVEROCK COURTPRIVATE STREET.  Off CRAIGIEVAR WYND.Not included for maintenance under the List of Public Streets."
"Cairnmuir Road","Corstorphine","Adopted","CAIRNMUIR ROADFrom CLERMISTON ROAD eastwards to a point near the boundary of the ZOOLOGICAL PARK east of No.32.Carriageways and adjacent footways adopted for maintenance.Public including right of way south and eastwards on the Zoological Park boundaries to the east of No.32 Cairnsmuir Road and No.s 72-30 Kames Road."
"Cairns Drive","Balerno","Adopted","CAIRNS DRIVEFrom COCKBURN CRESCENT north-eastwards, a cul-de-sac.Carriageways and adjacent footways adopted for maintenance."
"Cairns Gardens","Balerno","Adopted","CAIRNS GARDENSFrom CAIRNS DRIVE south-eastwards, a cul-de-sac with branch east between No.s 3 and 45 Cairns Gardens.Carriageways and adjacent footways adopted for maintenance."
"Cairntows Close","Craigmillar","Adopted","CAIRNTOWS CLOSECul-de-sac off south side of PEFFER PLACE.Carriageways and adjacent footways adopted for maintenance.  Public including turning loop,  and remote footway southwards parallel to east gable of No.20.Excluding parking bays within loop and excluding footways between No.s 6-7 and 11-13."
